,State,Month,Age,Vaccine,Republican.Rep.,Democratics.Rep.,Region,Season
868,Alabama,Jan,2,28.2,0.52,0.35,South,Flu
869,Alaska,Jan,2,29.1,0.39,0.32,West,Flu
870,Arizona,Jan,2,26.8,0.4,0.39,West,Flu
871,Arkansas,Jan,2,31.7,0.46,0.38,South,Flu
872,California,Jan,2,28.7,0.3,0.49,West,Flu
873,Colorado,Jan,2,33.1,0.41,0.42,West,Flu
874,Connecticut,Jan,2,35,0.32,0.5,Northeast,Flu
875,Delaware,Jan,2,28.7,0.29,0.55,South,Flu
876,District of Columbia,Jan,2,NA,NA,NA,South,Flu
877,Florida,Jan,2,22.3,0.37,0.44,South,Flu
878,Georgia,Jan,2,27,0.41,0.41,South,Flu
879,Hawaii,Jan,2,30,0.28,0.51,West,Flu
880,Idaho,Jan,2,28.9,0.49,0.32,West,Flu
881,Illinois,Jan,2,28.2,0.33,0.48,Midwest,Flu
882,Indiana,Jan,2,30.1,0.42,0.37,Midwest,Flu
883,Iowa,Jan,2,38.9,0.41,0.4,Midwest,Flu
884,Kansas,Jan,2,36,0.46,0.31,Midwest,Flu
885,Kentucky,Jan,2,31.9,0.44,0.43,South,Flu
886,Louisiana,Jan,2,21.7,0.41,0.43,South,Flu
887,Maine,Jan,2,31,0.36,0.47,Northeast,Flu
888,9yland,Jan,2,37.3,0.31,0.55,South,Flu
889,Massachusetts,Jan,2,39.1,0.27,0.56,Northeast,Flu
890,Michigan,Jan,2,27.5,0.34,0.47,Midwest,Flu
891,Minnesota,Jan,2,38.2,0.39,0.46,Midwest,Flu
892,Mississippi,Jan,2,24,0.44,0.42,South,Flu
893,Missouri,Jan,2,34,0.41,0.42,Midwest,Flu
894,Montana,Jan,2,30.5,0.49,0.3,West,Flu
895,Nebraska,Jan,2,37.7,0.47,0.36,Midwest,Flu
896,Nevada,Jan,2,19.4,0.37,0.46,West,Flu
897,New Hampshire,Jan,2,33.3,0.35,0.44,Northeast,Flu
898,New Jersey,Jan,2,NA,0.3,0.51,Northeast,Flu
899,New Mexico,Jan,2,28.1,0.37,0.48,West,Flu
900,New York,Jan,2,33.9,0.28,0.53,Northeast,Flu
901,North Carolina,Jan,2,36.9,0.41,0.43,South,Flu
902,North Dakota,Jan,2,37.4,0.5,0.33,Midwest,Flu
903,Ohio,Jan,2,33,0.42,0.4,Midwest,Flu
904,Oklahoma,Jan,2,34.6,0.45,0.4,South,Flu
905,Oregon,Jan,2,29,0.32,0.47,West,Flu
906,Pennsylvania,Jan,2,33.4,0.39,0.46,Northeast,Flu
907,Rhode Island,Jan,2,42.4,0.3,0.48,Northeast,Flu
908,South Carolina,Jan,2,26.5,0.43,0.39,South,Flu
909,South Dakota,Jan,2,37.9,0.53,0.37,Midwest,Flu
910,Tennessee,Jan,2,29.1,0.48,0.36,South,Flu
911,Texas,Jan,2,29.8,0.39,0.4,South,Flu
912,Utah,Jan,2,31.6,0.54,0.3,West,Flu
913,Vermont,Jan,2,36.2,0.29,0.57,Northeast,Flu
914,Virginia,Jan,2,37.8,0.43,0.39,South,Flu
915,Washington,Jan,2,38.1,0.33,0.44,West,Flu
916,West Virginia,Jan,2,29.3,0.43,0.41,South,Flu
917,Wisconsin,Jan,2,36.2,0.42,0.42,Midwest,Flu
918,Wyoming,Jan,2,27.4,0.57,0.25,West,Flu
919,Alabama,Feb,2,29.8,0.52,0.35,South,Flu
920,Alaska,Feb,2,32.3,0.39,0.32,West,Flu
921,Arizona,Feb,2,29,0.4,0.39,West,Flu
922,Arkansas,Feb,2,33.7,0.46,0.38,South,Flu
923,California,Feb,2,30.6,0.3,0.49,West,Flu
924,Colorado,Feb,2,35,0.41,0.42,West,Flu
925,Connecticut,Feb,2,37.4,0.32,0.5,Northeast,Flu
926,Delaware,Feb,2,30.3,0.29,0.55,South,Flu
927,District of Columbia,Feb,2,NA,NA,NA,South,Flu
928,Florida,Feb,2,23.9,0.37,0.44,South,Flu
929,Georgia,Feb,2,28.7,0.41,0.41,South,Flu
930,Hawaii,Feb,2,32.9,0.28,0.51,West,Flu
931,Idaho,Feb,2,30.4,0.49,0.32,West,Flu
932,Illinois,Feb,2,30.4,0.33,0.48,Midwest,Flu
933,Indiana,Feb,2,32.2,0.42,0.37,Midwest,Flu
934,Iowa,Feb,2,40,0.41,0.4,Midwest,Flu
935,Kansas,Feb,2,37,0.46,0.31,Midwest,Flu
936,Kentucky,Feb,2,34.1,0.44,0.43,South,Flu
937,Louisiana,Feb,2,23.1,0.41,0.43,South,Flu
938,Maine,Feb,2,31.4,0.36,0.47,Northeast,Flu
939,9yland,Feb,2,40,0.31,0.55,South,Flu
940,Massachusetts,Feb,2,41.9,0.27,0.56,Northeast,Flu
941,Michigan,Feb,2,28.8,0.34,0.47,Midwest,Flu
942,Minnesota,Feb,2,40,0.39,0.46,Midwest,Flu
943,Mississippi,Feb,2,24.9,0.44,0.42,South,Flu
944,Missouri,Feb,2,36.1,0.41,0.42,Midwest,Flu
945,Montana,Feb,2,32.3,0.49,0.3,West,Flu
946,Nebraska,Feb,2,39,0.47,0.36,Midwest,Flu
947,Nevada,Feb,2,20,0.37,0.46,West,Flu
948,New Hampshire,Feb,2,35.5,0.35,0.44,Northeast,Flu
949,New Jersey,Feb,2,NA,0.3,0.51,Northeast,Flu
950,New Mexico,Feb,2,31.1,0.37,0.48,West,Flu
951,New York,Feb,2,36.6,0.28,0.53,Northeast,Flu
952,North Carolina,Feb,2,39.6,0.41,0.43,South,Flu
953,North Dakota,Feb,2,37.9,0.5,0.33,Midwest,Flu
954,Ohio,Feb,2,34.7,0.42,0.4,Midwest,Flu
955,Oklahoma,Feb,2,35.7,0.45,0.4,South,Flu
956,Oregon,Feb,2,31.1,0.32,0.47,West,Flu
957,Pennsylvania,Feb,2,35.1,0.39,0.46,Northeast,Flu
958,Rhode Island,Feb,2,44.1,0.3,0.48,Northeast,Flu
959,South Carolina,Feb,2,27.9,0.43,0.39,South,Flu
960,South Dakota,Feb,2,40.2,0.53,0.37,Midwest,Flu
961,Tennessee,Feb,2,30.8,0.48,0.36,South,Flu
962,Texas,Feb,2,31.3,0.39,0.4,South,Flu
963,Utah,Feb,2,32.8,0.54,0.3,West,Flu
964,Vermont,Feb,2,37.5,0.29,0.57,Northeast,Flu
965,Virginia,Feb,2,40.5,0.43,0.39,South,Flu
966,Washington,Feb,2,40,0.33,0.44,West,Flu
967,West Virginia,Feb,2,30.7,0.43,0.41,South,Flu
968,Wisconsin,Feb,2,38.5,0.42,0.42,Midwest,Flu
969,Wyoming,Feb,2,27.4,0.57,0.25,West,Flu
970,Alabama,Mar,2,30.4,0.52,0.35,South,Far
971,Alaska,Mar,2,32.5,0.39,0.32,West,Far
972,Arizona,Mar,2,30.8,0.4,0.39,West,Far
973,Arkansas,Mar,2,34.4,0.46,0.38,South,Far
974,California,Mar,2,31.6,0.3,0.49,West,Far
975,Colorado,Mar,2,36.3,0.41,0.42,West,Far
976,Connecticut,Mar,2,38.1,0.32,0.5,Northeast,Far
977,Delaware,Mar,2,30.7,0.29,0.55,South,Far
978,District of Columbia,Mar,2,NA,NA,NA,South,Far
979,Florida,Mar,2,24.9,0.37,0.44,South,Far
980,Georgia,Mar,2,29.4,0.41,0.41,South,Far
981,Hawaii,Mar,2,35.3,0.28,0.51,West,Far
982,Idaho,Mar,2,30.4,0.49,0.32,West,Far
983,Illinois,Mar,2,30.9,0.33,0.48,Midwest,Far
984,Indiana,Mar,2,33,0.42,0.37,Midwest,Far
985,Iowa,Mar,2,40.9,0.41,0.4,Midwest,Far
986,Kansas,Mar,2,37.2,0.46,0.31,Midwest,Far
987,Kentucky,Mar,2,35.8,0.44,0.43,South,Far
988,Louisiana,Mar,2,23.6,0.41,0.43,South,Far
989,Maine,Mar,2,31.4,0.36,0.47,Northeast,Far
990,9yland,Mar,2,41.6,0.31,0.55,South,Far
991,Massachusetts,Mar,2,43.1,0.27,0.56,Northeast,Far
992,Michigan,Mar,2,29.8,0.34,0.47,Midwest,Far
993,Minnesota,Mar,2,41,0.39,0.46,Midwest,Far
994,Mississippi,Mar,2,26.1,0.44,0.42,South,Far
995,Missouri,Mar,2,36.6,0.41,0.42,Midwest,Far
996,Montana,Mar,2,34.2,0.49,0.3,West,Far
997,Nebraska,Mar,2,39.5,0.47,0.36,Midwest,Far
998,Nevada,Mar,2,20.3,0.37,0.46,West,Far
999,New Hampshire,Mar,2,35.5,0.35,0.44,Northeast,Far
1000,New Jersey,Mar,2,NA,0.3,0.51,Northeast,Far
1001,New Mexico,Mar,2,31.5,0.37,0.48,West,Far
1002,New York,Mar,2,37.3,0.28,0.53,Northeast,Far
1003,North Carolina,Mar,2,41.8,0.41,0.43,South,Far
1004,North Dakota,Mar,2,39,0.5,0.33,Midwest,Far
1005,Ohio,Mar,2,35.2,0.42,0.4,Midwest,Far
1006,Oklahoma,Mar,2,37,0.45,0.4,South,Far
1007,Oregon,Mar,2,33,0.32,0.47,West,Far
1008,Pennsylvania,Mar,2,36.7,0.39,0.46,Northeast,Far
1009,Rhode Island,Mar,2,45.8,0.3,0.48,Northeast,Far
1010,South Carolina,Mar,2,28.8,0.43,0.39,South,Far
1011,South Dakota,Mar,2,41.1,0.53,0.37,Midwest,Far
1012,Tennessee,Mar,2,31.4,0.48,0.36,South,Far
1013,Texas,Mar,2,32.4,0.39,0.4,South,Far
1014,Utah,Mar,2,33.7,0.54,0.3,West,Far
1015,Vermont,Mar,2,37.5,0.29,0.57,Northeast,Far
1016,Virginia,Mar,2,41.2,0.43,0.39,South,Far
1017,Washington,Mar,2,41.1,0.33,0.44,West,Far
1018,West Virginia,Mar,2,32.2,0.43,0.41,South,Far
1019,Wisconsin,Mar,2,40.4,0.42,0.42,Midwest,Far
1020,Wyoming,Mar,2,27.8,0.57,0.25,West,Far
1021,Alabama,Apr,2,30.7,0.52,0.35,South,Far
1022,Alaska,Apr,2,32.8,0.39,0.32,West,Far
1023,Arizona,Apr,2,30.8,0.4,0.39,West,Far
1024,Arkansas,Apr,2,34.4,0.46,0.38,South,Far
1025,California,Apr,2,33,0.3,0.49,West,Far
1026,Colorado,Apr,2,37.5,0.41,0.42,West,Far
1027,Connecticut,Apr,2,38.1,0.32,0.5,Northeast,Far
1028,Delaware,Apr,2,32.7,0.29,0.55,South,Far
1029,District of Columbia,Apr,2,NA,NA,NA,South,Far
1030,Florida,Apr,2,25.3,0.37,0.44,South,Far
1031,Georgia,Apr,2,30.5,0.41,0.41,South,Far
1032,Hawaii,Apr,2,37.2,0.28,0.51,West,Far
1033,Idaho,Apr,2,30.6,0.49,0.32,West,Far
1034,Illinois,Apr,2,31.5,0.33,0.48,Midwest,Far
1035,Indiana,Apr,2,33,0.42,0.37,Midwest,Far
1036,Iowa,Apr,2,41,0.41,0.4,Midwest,Far
1037,Kansas,Apr,2,37.5,0.46,0.31,Midwest,Far
1038,Kentucky,Apr,2,36.5,0.44,0.43,South,Far
1039,Louisiana,Apr,2,23.9,0.41,0.43,South,Far
1040,Maine,Apr,2,31.4,0.36,0.47,Northeast,Far
1041,9yland,Apr,2,43,0.31,0.55,South,Far
1042,Massachusetts,Apr,2,44.3,0.27,0.56,Northeast,Far
1043,Michigan,Apr,2,30.4,0.34,0.47,Midwest,Far
1044,Minnesota,Apr,2,41.2,0.39,0.46,Midwest,Far
1045,Mississippi,Apr,2,26.1,0.44,0.42,South,Far
1046,Missouri,Apr,2,37.6,0.41,0.42,Midwest,Far
1047,Montana,Apr,2,34.6,0.49,0.3,West,Far
1048,Nebraska,Apr,2,40.4,0.47,0.36,Midwest,Far
1049,Nevada,Apr,2,20.3,0.37,0.46,West,Far
1050,New Hampshire,Apr,2,36.9,0.35,0.44,Northeast,Far
1051,New Jersey,Apr,2,NA,0.3,0.51,Northeast,Far
1052,New Mexico,Apr,2,33.6,0.37,0.48,West,Far
1053,New York,Apr,2,38,0.28,0.53,Northeast,Far
1054,North Carolina,Apr,2,43,0.41,0.43,South,Far
1055,North Dakota,Apr,2,40.3,0.5,0.33,Midwest,Far
1056,Ohio,Apr,2,35.7,0.42,0.4,Midwest,Far
1057,Oklahoma,Apr,2,38.5,0.45,0.4,South,Far
1058,Oregon,Apr,2,33.9,0.32,0.47,West,Far
1059,Pennsylvania,Apr,2,36.9,0.39,0.46,Northeast,Far
1060,Rhode Island,Apr,2,47.9,0.3,0.48,Northeast,Far
1061,South Carolina,Apr,2,29.5,0.43,0.39,South,Far
1062,South Dakota,Apr,2,41.1,0.53,0.37,Midwest,Far
1063,Tennessee,Apr,2,33.3,0.48,0.36,South,Far
1064,Texas,Apr,2,33.3,0.39,0.4,South,Far
1065,Utah,Apr,2,34.2,0.54,0.3,West,Far
1066,Vermont,Apr,2,37.8,0.29,0.57,Northeast,Far
1067,Virginia,Apr,2,41.5,0.43,0.39,South,Far
1068,Washington,Apr,2,41.3,0.33,0.44,West,Far
1069,West Virginia,Apr,2,32.5,0.43,0.41,South,Far
1070,Wisconsin,Apr,2,40.4,0.42,0.42,Midwest,Far
1071,Wyoming,Apr,2,28,0.57,0.25,West,Far
1072,Alabama,May,2,30.7,0.52,0.35,South,Far
1073,Alaska,May,2,34.8,0.39,0.32,West,Far
1074,Arizona,May,2,31.6,0.4,0.39,West,Far
1075,Arkansas,May,2,34.4,0.46,0.38,South,Far
1076,California,May,2,33.7,0.3,0.49,West,Far
1077,Colorado,May,2,38.1,0.41,0.42,West,Far
1078,Connecticut,May,2,40.5,0.32,0.5,Northeast,Far
1079,Delaware,May,2,32.7,0.29,0.55,South,Far
1080,District of Columbia,May,2,NA,NA,NA,South,Far
1081,Florida,May,2,25.3,0.37,0.44,South,Far
1082,Georgia,May,2,30.5,0.41,0.41,South,Far
1083,Hawaii,May,2,38.1,0.28,0.51,West,Far
1084,Idaho,May,2,30.6,0.49,0.32,West,Far
1085,Illinois,May,2,31.5,0.33,0.48,Midwest,Far
1086,Indiana,May,2,33,0.42,0.37,Midwest,Far
1087,Iowa,May,2,41,0.41,0.4,Midwest,Far
1088,Kansas,May,2,37.5,0.46,0.31,Midwest,Far
1089,Kentucky,May,2,36.5,0.44,0.43,South,Far
1090,Louisiana,May,2,24.1,0.41,0.43,South,Far
1091,Maine,May,2,31.4,0.36,0.47,Northeast,Far
1092,9yland,May,2,43.6,0.31,0.55,South,Far
1093,Massachusetts,May,2,45,0.27,0.56,Northeast,Far
1094,Michigan,May,2,31,0.34,0.47,Midwest,Far
1095,Minnesota,May,2,42.3,0.39,0.46,Midwest,Far
1096,Mississippi,May,2,26.1,0.44,0.42,South,Far
1097,Missouri,May,2,37.6,0.41,0.42,Midwest,Far
1098,Montana,May,2,36.5,0.49,0.3,West,Far
1099,Nebraska,May,2,40.4,0.47,0.36,Midwest,Far
1100,Nevada,May,2,20.3,0.37,0.46,West,Far
1101,New Hampshire,May,2,38.1,0.35,0.44,Northeast,Far
1102,New Jersey,May,2,NA,0.3,0.51,Northeast,Far
1103,New Mexico,May,2,33.6,0.37,0.48,West,Far
1104,New York,May,2,38.6,0.28,0.53,Northeast,Far
1105,North Carolina,May,2,43.5,0.41,0.43,South,Far
1106,North Dakota,May,2,40.3,0.5,0.33,Midwest,Far
1107,Ohio,May,2,36.1,0.42,0.4,Midwest,Far
1108,Oklahoma,May,2,39.9,0.45,0.4,South,Far
1109,Oregon,May,2,33.9,0.32,0.47,West,Far
1110,Pennsylvania,May,2,36.9,0.39,0.46,Northeast,Far
1111,Rhode Island,May,2,48.7,0.3,0.48,Northeast,Far
1112,South Carolina,May,2,29.5,0.43,0.39,South,Far
1113,South Dakota,May,2,41.1,0.53,0.37,Midwest,Far
1114,Tennessee,May,2,33.3,0.48,0.36,South,Far
1115,Texas,May,2,33.5,0.39,0.4,South,Far
1116,Utah,May,2,34.7,0.54,0.3,West,Far
1117,Vermont,May,2,37.8,0.29,0.57,Northeast,Far
1118,Virginia,May,2,42.6,0.43,0.39,South,Far
1119,Washington,May,2,41.3,0.33,0.44,West,Far
1120,West Virginia,May,2,32.5,0.43,0.41,South,Far
1121,Wisconsin,May,2,40.4,0.42,0.42,Midwest,Far
1122,Wyoming,May,2,28,0.57,0.25,West,Far
1123,Alabama,Jul,3,0,0.52,0.35,South,Far
1124,Alaska,Jul,3,0,0.39,0.32,West,Far
1125,Arizona,Jul,3,0,0.4,0.39,West,Far
1126,Arkansas,Jul,3,0,0.46,0.38,South,Far
1127,California,Jul,3,0,0.3,0.49,West,Far
1128,Colorado,Jul,3,0,0.41,0.42,West,Far
1129,Connecticut,Jul,3,0,0.32,0.5,Northeast,Far
1130,Delaware,Jul,3,0,0.29,0.55,South,Far
1131,District of Columbia,Jul,3,NA,NA,NA,South,Far
1132,Florida,Jul,3,0,0.37,0.44,South,Far
1133,Georgia,Jul,3,0,0.41,0.41,South,Far
1134,Hawaii,Jul,3,0,0.28,0.51,West,Far
1135,Idaho,Jul,3,0,0.49,0.32,West,Far
1136,Illinois,Jul,3,0,0.33,0.48,Midwest,Far
1137,Indiana,Jul,3,0,0.42,0.37,Midwest,Far
1138,Iowa,Jul,3,0,0.41,0.4,Midwest,Far
1139,Kansas,Jul,3,0,0.46,0.31,Midwest,Far
1140,Kentucky,Jul,3,0,0.44,0.43,South,Far
1141,Louisiana,Jul,3,0,0.41,0.43,South,Far
1142,Maine,Jul,3,0,0.36,0.47,Northeast,Far
1143,9yland,Jul,3,0,0.31,0.55,South,Far
1144,Massachusetts,Jul,3,0,0.27,0.56,Northeast,Far
1145,Michigan,Jul,3,0,0.34,0.47,Midwest,Far
1146,Minnesota,Jul,3,0.1,0.39,0.46,Midwest,Far
1147,Mississippi,Jul,3,0,0.44,0.42,South,Far
1148,Missouri,Jul,3,0,0.41,0.42,Midwest,Far
1149,Montana,Jul,3,0,0.49,0.3,West,Far
1150,Nebraska,Jul,3,0,0.47,0.36,Midwest,Far
1151,Nevada,Jul,3,0,0.37,0.46,West,Far
1152,New Hampshire,Jul,3,0,0.35,0.44,Northeast,Far
1153,New Jersey,Jul,3,NA,0.3,0.51,Northeast,Far
1154,New Mexico,Jul,3,0,0.37,0.48,West,Far
1155,New York,Jul,3,0.1,0.28,0.53,Northeast,Far
1156,North Carolina,Jul,3,0,0.41,0.43,South,Far
1157,North Dakota,Jul,3,0,0.5,0.33,Midwest,Far
1158,Ohio,Jul,3,0,0.42,0.4,Midwest,Far
1159,Oklahoma,Jul,3,0,0.45,0.4,South,Far
1160,Oregon,Jul,3,0,0.32,0.47,West,Far
1161,Pennsylvania,Jul,3,0,0.39,0.46,Northeast,Far
1162,Rhode Island,Jul,3,0,0.3,0.48,Northeast,Far
1163,South Carolina,Jul,3,0,0.43,0.39,South,Far
1164,South Dakota,Jul,3,0,0.53,0.37,Midwest,Far
1165,Tennessee,Jul,3,0,0.48,0.36,South,Far
1166,Texas,Jul,3,0.1,0.39,0.4,South,Far
1167,Utah,Jul,3,0,0.54,0.3,West,Far
1168,Vermont,Jul,3,0,0.29,0.57,Northeast,Far
1169,Virginia,Jul,3,0,0.43,0.39,South,Far
1170,Washington,Jul,3,0,0.33,0.44,West,Far
1171,West Virginia,Jul,3,0,0.43,0.41,South,Far
1172,Wisconsin,Jul,3,0,0.42,0.42,Midwest,Far
1173,Wyoming,Jul,3,0,0.57,0.25,West,Far
1174,Alabama,Aug,3,0,0.52,0.35,South,Far
1175,Alaska,Aug,3,0,0.39,0.32,West,Far
1176,Arizona,Aug,3,1.4,0.4,0.39,West,Far
1177,Arkansas,Aug,3,0,0.46,0.38,South,Far
1178,California,Aug,3,1.6,0.3,0.49,West,Far
1179,Colorado,Aug,3,1.1,0.41,0.42,West,Far
1180,Connecticut,Aug,3,1.1,0.32,0.5,Northeast,Far
1181,Delaware,Aug,3,0,0.29,0.55,South,Far
1182,District of Columbia,Aug,3,NA,NA,NA,South,Far
1183,Florida,Aug,3,1.6,0.37,0.44,South,Far
1184,Georgia,Aug,3,1.4,0.41,0.41,South,Far
1185,Hawaii,Aug,3,1.6,0.28,0.51,West,Far
1186,Idaho,Aug,3,0,0.49,0.32,West,Far
1187,Illinois,Aug,3,0,0.33,0.48,Midwest,Far
1188,Indiana,Aug,3,0.8,0.42,0.37,Midwest,Far
1189,Iowa,Aug,3,1,0.41,0.4,Midwest,Far
1190,Kansas,Aug,3,1.1,0.46,0.31,Midwest,Far
1191,Kentucky,Aug,3,0,0.44,0.43,South,Far
1192,Louisiana,Aug,3,0,0.41,0.43,South,Far
1193,Maine,Aug,3,1.3,0.36,0.47,Northeast,Far
1194,9yland,Aug,3,1.4,0.31,0.55,South,Far
1195,Massachusetts,Aug,3,1.1,0.27,0.56,Northeast,Far
1196,Michigan,Aug,3,1,0.34,0.47,Midwest,Far
1197,Minnesota,Aug,3,1.3,0.39,0.46,Midwest,Far
1198,Mississippi,Aug,3,0,0.44,0.42,South,Far
1199,Missouri,Aug,3,0,0.41,0.42,Midwest,Far
1200,Montana,Aug,3,0,0.49,0.3,West,Far
1201,Nebraska,Aug,3,0,0.47,0.36,Midwest,Far
1202,Nevada,Aug,3,0,0.37,0.46,West,Far
1203,New Hampshire,Aug,3,0.7,0.35,0.44,Northeast,Far
1204,New Jersey,Aug,3,NA,0.3,0.51,Northeast,Far
1205,New Mexico,Aug,3,0,0.37,0.48,West,Far
1206,New York,Aug,3,0.8,0.28,0.53,Northeast,Far
1207,North Carolina,Aug,3,1.5,0.41,0.43,South,Far
1208,North Dakota,Aug,3,0,0.5,0.33,Midwest,Far
1209,Ohio,Aug,3,1.1,0.42,0.4,Midwest,Far
1210,Oklahoma,Aug,3,0,0.45,0.4,South,Far
1211,Oregon,Aug,3,0,0.32,0.47,West,Far
1212,Pennsylvania,Aug,3,1.5,0.39,0.46,Northeast,Far
1213,Rhode Island,Aug,3,0,0.3,0.48,Northeast,Far
1214,South Carolina,Aug,3,1.4,0.43,0.39,South,Far
1215,South Dakota,Aug,3,0,0.53,0.37,Midwest,Far
1216,Tennessee,Aug,3,0,0.48,0.36,South,Far
1217,Texas,Aug,3,1.5,0.39,0.4,South,Far
1218,Utah,Aug,3,0.9,0.54,0.3,West,Far
1219,Vermont,Aug,3,0,0.29,0.57,Northeast,Far
1220,Virginia,Aug,3,1.4,0.43,0.39,South,Far
1221,Washington,Aug,3,1.2,0.33,0.44,West,Far
1222,West Virginia,Aug,3,1.1,0.43,0.41,South,Far
1223,Wisconsin,Aug,3,0,0.42,0.42,Midwest,Far
1224,Wyoming,Aug,3,0,0.57,0.25,West,Far
1225,Alabama,Sep,3,9,0.52,0.35,South,Near
1226,Alaska,Sep,3,8.2,0.39,0.32,West,Near
1227,Arizona,Sep,3,8.8,0.4,0.39,West,Near
1228,Arkansas,Sep,3,6.8,0.46,0.38,South,Near
1229,California,Sep,3,9.3,0.3,0.49,West,Near
1230,Colorado,Sep,3,8.4,0.41,0.42,West,Near
1231,Connecticut,Sep,3,6.3,0.32,0.5,Northeast,Near
1232,Delaware,Sep,3,11.1,0.29,0.55,South,Near
1233,District of Columbia,Sep,3,NA,NA,NA,South,Near
1234,Florida,Sep,3,7.8,0.37,0.44,South,Near
1235,Georgia,Sep,3,6,0.41,0.41,South,Near
1236,Hawaii,Sep,3,10.7,0.28,0.51,West,Near
1237,Idaho,Sep,3,5.8,0.49,0.32,West,Near
1238,Illinois,Sep,3,7.6,0.33,0.48,Midwest,Near
1239,Indiana,Sep,3,8.4,0.42,0.37,Midwest,Near
1240,Iowa,Sep,3,9.3,0.41,0.4,Midwest,Near
1241,Kansas,Sep,3,8.6,0.46,0.31,Midwest,Near
1242,Kentucky,Sep,3,8.7,0.44,0.43,South,Near
1243,Louisiana,Sep,3,7.5,0.41,0.43,South,Near
1244,Maine,Sep,3,7.3,0.36,0.47,Northeast,Near
1245,9yland,Sep,3,9.5,0.31,0.55,South,Near
1246,Massachusetts,Sep,3,8.5,0.27,0.56,Northeast,Near
1247,Michigan,Sep,3,8.1,0.34,0.47,Midwest,Near
1248,Minnesota,Sep,3,8.5,0.39,0.46,Midwest,Near
1249,Mississippi,Sep,3,6.4,0.44,0.42,South,Near
1250,Missouri,Sep,3,8,0.41,0.42,Midwest,Near
1251,Montana,Sep,3,4.6,0.49,0.3,West,Near
1252,Nebraska,Sep,3,6.9,0.47,0.36,Midwest,Near
1253,Nevada,Sep,3,7.3,0.37,0.46,West,Near
1254,New Hampshire,Sep,3,8.3,0.35,0.44,Northeast,Near
1255,New Jersey,Sep,3,NA,0.3,0.51,Northeast,Near
1256,New Mexico,Sep,3,7.8,0.37,0.48,West,Near
1257,New York,Sep,3,7.8,0.28,0.53,Northeast,Near
1258,North Carolina,Sep,3,7,0.41,0.43,South,Near
1259,North Dakota,Sep,3,6.2,0.5,0.33,Midwest,Near
1260,Ohio,Sep,3,9.3,0.42,0.4,Midwest,Near
1261,Oklahoma,Sep,3,7.3,0.45,0.4,South,Near
1262,Oregon,Sep,3,6,0.32,0.47,West,Near
1263,Pennsylvania,Sep,3,10.1,0.39,0.46,Northeast,Near
1264,Rhode Island,Sep,3,6.9,0.3,0.48,Northeast,Near
1265,South Carolina,Sep,3,7,0.43,0.39,South,Near
1266,South Dakota,Sep,3,8.3,0.53,0.37,Midwest,Near
1267,Tennessee,Sep,3,9.4,0.48,0.36,South,Near
1268,Texas,Sep,3,9.1,0.39,0.4,South,Near
1269,Utah,Sep,3,7.8,0.54,0.3,West,Near
1270,Vermont,Sep,3,5.5,0.29,0.57,Northeast,Near
1271,Virginia,Sep,3,9.9,0.43,0.39,South,Near
1272,Washington,Sep,3,10.6,0.33,0.44,West,Near
1273,West Virginia,Sep,3,6.8,0.43,0.41,South,Near
1274,Wisconsin,Sep,3,6,0.42,0.42,Midwest,Near
1275,Wyoming,Sep,3,4.6,0.57,0.25,West,Near
1276,Alabama,Oct,3,28.4,0.52,0.35,South,Near
1277,Alaska,Oct,3,23.1,0.39,0.32,West,Near
1278,Arizona,Oct,3,28.8,0.4,0.39,West,Near
1279,Arkansas,Oct,3,29,0.46,0.38,South,Near
1280,California,Oct,3,24.8,0.3,0.49,West,Near
1281,Colorado,Oct,3,32.8,0.41,0.42,West,Near
1282,Connecticut,Oct,3,32.4,0.32,0.5,Northeast,Near
1283,Delaware,Oct,3,32.4,0.29,0.55,South,Near
1284,District of Columbia,Oct,3,NA,NA,NA,South,Near
1285,Florida,Oct,3,19.8,0.37,0.44,South,Near
1286,Georgia,Oct,3,20.4,0.41,0.41,South,Near
1287,Hawaii,Oct,3,23.4,0.28,0.51,West,Near
1288,Idaho,Oct,3,26.2,0.49,0.32,West,Near
1289,Illinois,Oct,3,26.5,0.33,0.48,Midwest,Near
1290,Indiana,Oct,3,29.8,0.42,0.37,Midwest,Near
1291,Iowa,Oct,3,36.2,0.41,0.4,Midwest,Near
1292,Kansas,Oct,3,33,0.46,0.31,Midwest,Near
1293,Kentucky,Oct,3,28.1,0.44,0.43,South,Near
1294,Louisiana,Oct,3,22.2,0.41,0.43,South,Near
1295,Maine,Oct,3,28,0.36,0.47,Northeast,Near
1296,9yland,Oct,3,32.3,0.31,0.55,South,Near
1297,Massachusetts,Oct,3,30.9,0.27,0.56,Northeast,Near
1298,Michigan,Oct,3,28.8,0.34,0.47,Midwest,Near
1299,Minnesota,Oct,3,32.7,0.39,0.46,Midwest,Near
1300,Mississippi,Oct,3,22.3,0.44,0.42,South,Near
1301,Missouri,Oct,3,32.5,0.41,0.42,Midwest,Near
1302,Montana,Oct,3,28.8,0.49,0.3,West,Near
1303,Nebraska,Oct,3,33.2,0.47,0.36,Midwest,Near
1304,Nevada,Oct,3,17.5,0.37,0.46,West,Near
1305,New Hampshire,Oct,3,27.4,0.35,0.44,Northeast,Near
1306,New Jersey,Oct,3,NA,0.3,0.51,Northeast,Near
1307,New Mexico,Oct,3,26.4,0.37,0.48,West,Near
